Timestamp,Accelerometer_X,Accelerometer_Y,Accelerometer_Z,Gyroscope_X,Gyroscope_Y,Gyroscope_Z,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Gravity_X,Gravity_Y,Gravity_Z,Orientation_Azimuth,Position_X,Position_Y,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Step_Count
2026-01-07 14:13:27.601,-0.06464344,2.2062569,9.221867,-0.36058137,-0.056324195,0.0885475,47.025,-17.34375,-28.237501,-0.04338482,2.492268,9.484571,257.68658,0.0,0.0,-0.021258622,-0.28601122,-0.26270485,0
2026-01-07 14:13:27.651,-0.040102877,2.4708161,9.546879,-0.026098209,-0.10319445,0.01291595,46.237503,-17.56875,-29.343752,-0.0051252805,2.3717473,9.515522,258.23102,0.0,0.0,-0.034977596,0.09906888,0.03135681,0
2026-01-07 14:13:27.701,-0.29987377,2.3612814,9.318831,0.011184947,0.0075897854,0.12689589,46.162502,-17.475,-29.531252,0.02081687,2.3871386,9.511652,258.33505,0.0,0.0,-0.32069063,-0.02585721,-0.19282055,0
2026-01-07 14:13:27.751,0.42916065,2.705448,9.564836,-0.098534055,-0.080824554,0.033155378,46.5,-17.118752,-29.75625,0.032305595,2.3749003,9.514683,259.38364,0.0,0.0,0.39685506,0.33054757,0.05015278,0
2026-01-07 14:13:27.800,0.05267244,2.1428106,9.626487,-0.0484681,-0.066976525,0.033155378,46.425003,-17.025002,-29.812502,0.10404463,2.3386354,9.523147,257.65497,0.0,0.0,-0.051372193,-0.19582486,0.10334015,0
2026-01-07 14:13:27.850,0.09816227,2.3175871,9.41041,0.030359142,0.045938175,0.01611165,45.91875,-17.0625,-29.41875,0.10628214,2.3194592,9.527812,258.2104,0.0,0.0,-0.008119866,-0.0018720627,-0.11740208,0
2026-01-07 14:13:27.899,-0.022146367,2.1775265,9.365519,0.067642294,-0.036084767,-0.02223674,45.46875,-17.681252,-30.000002,0.11049308,2.3455658,9.521371,257.0926,0.0,0.0,-0.13263944,-0.16803932,-0.15585232,0
2026-01-07 14:13:27.950,0.048482586,2.4127567,9.573814,-0.07829463,-0.081889786,0.010785485,46.29375,-17.1,-29.681252,0.10992311,2.3580492,9.518292,258.57507,0.0,0.0,-0.061440524,0.054707527,0.055521965,0
2026-01-07 14:13:28.000,0.19931729,2.5677812,9.945514,0.03675054,-0.07230269,-0.026497671,46.0125,-17.025002,-29.718752,0.17806906,2.322845,9.525916,258.7268,0.0,0.0,0.021248236,0.24493623,0.41959763,0
2026-01-07 14:13:28.050,0.320823,2.291251,9.572617,0.26257995,0.15991811,-0.046737097,45.84375,-17.306252,-29.643751,0.1669295,2.3829496,9.511261,257.59576,0.0,0.0,0.15389352,-0.09169865,0.06135559,0
2026-01-07 14:13:28.099,-0.01316811,2.4426842,9.236232,0.18801363,0.052329574,-0.052063264,46.0125,-17.493752,-29.212502,0.09490023,2.512383,9.478888,258.41183,0.0,0.0,-0.10806834,-0.06969881,-0.24265575,0
2026-01-07 14:13:28.149,-0.18974048,2.558803,9.114127,0.0548595,0.057655737,0.01611165,46.03125,-17.23125,-29.118752,0.049317285,2.5733812,9.462856,259.44336,0.0,0.0,-0.23905776,-0.014578104,-0.34872913,0
2026-01-07 14:13:28.199,-0.06703765,2.5516205,9.351752,0.0047935485,-0.05738943,0.04167724,46.36875,-17.175001,-28.425001,0.040242903,2.5859864,9.459463,258.96814,0.0,0.0,-0.10728055,-0.034365892,-0.10771084,0
2026-01-07 14:13:28.248,0.1388637,2.6378117,9.354146,0.025032977,0.029959679,0.056590505,46.350002,-17.493752,-28.781252,0.058868058,2.593523,9.457302,258.8554,0.0,0.0,0.07999564,0.044288635,-0.10315609,0
2026-01-07 14:13:28.298,0.28550854,2.4570496,9.26197,0.028228676,0.0075897854,0.02356828,45.956253,-17.831251,-28.462502,0.060304094,2.6138592,9.451693,257.5826,0.0,0.0,0.22520445,-0.15680957,-0.18972301,0
2026-01-07 14:13:28.347,0.108936176,2.6426,9.333796,-0.06870753,0.017176883,-0.009453943,45.43125,-18.206251,-28.125002,0.06791317,2.606126,9.453775,257.67004,0.0,0.0,0.04102301,0.03647399,-0.11997986,0
