Timestamp,MAC_Address,RSSI,Device_Name,Payload_Hex,Payload_Length,Connectable
2026-01-05 19:37:35.417,21:94:FA:46:78:A8,-69,Unknown Device,1EFF0600010920226FB7BC3CDF8B47A4DFCC81A7F5D38B2FB549823867AD62,31,False
2026-01-05 19:37:35.475,C1:42:43:44:45:46,-72,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:35.634,0E:F8:99:C3:C4:4B,-77,Unknown Device,1EFF0600010920225801024C732BBB6B57708408707737D62CEFB66A11C8D0,31,False
2026-01-05 19:37:36.313,C0:10:83:10:51:87,-57,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:36.724,E7:4F:E3:A1:19:CF,-75,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:36.880,C1:42:43:44:45:46,-76,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:37.971,C0:10:83:10:51:87,-60,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:38.541,E7:4F:E3:A1:19:CF,-64,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:38.891,C1:42:43:44:45:46,-79,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:39.988,C0:10:83:10:51:87,-61,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:40.549,E7:4F:E3:A1:19:CF,-66,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:41.987,C0:10:83:10:51:87,-62,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:44.557,E7:4F:E3:A1:19:CF,-73,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:44.906,C1:42:43:44:45:46,-75,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:46.000,C0:10:83:10:51:87,-62,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:46.557,E7:4F:E3:A1:19:CF,-74,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:47.999,C0:10:83:10:51:87,-61,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:48.568,E7:4F:E3:A1:19:CF,-72,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:48.921,C1:42:43:44:45:46,-73,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:52.017,C0:10:83:10:51:87,-63,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:52.587,E7:4F:E3:A1:19:CF,-70,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:52.931,C1:42:43:44:45:46,-75,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:54.025,C0:10:83:10:51:87,-61,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:54.933,C1:42:43:44:45:46,-74,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:56.029,C0:10:83:10:51:87,-68,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:37:56.938,C1:42:43:44:45:46,-75,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:37:58.587,E7:4F:E3:A1:19:CF,-65,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
2026-01-05 19:37:58.946,C1:42:43:44:45:46,-79,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:00.047,C0:10:83:10:51:87,-65,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:00.216,10:47:D3:1C:3D:14,-55,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:00.318,10:47:D3:1C:3D:14,-56,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:00.431,10:47:D3:1C:3D:14,-56,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:00.536,10:47:D3:1C:3D:14,-56,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:00.747,10:47:D3:1C:3D:14,-63,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:01.063,10:47:D3:1C:3D:14,-64,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:01.514,10:47:D3:1C:3D:14,-62,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:01.717,10:47:D3:1C:3D:14,-61,Unknown Device,1EFF0600010F202254D5DE05A745BAE86A50571D8EACA2EEB0B40EFA39F3CD,31,False
2026-01-05 19:38:02.031,C0:10:83:10:51:87,-63,Unknown Device,1EFF4C0012191020FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0000,31,False
2026-01-05 19:38:02.951,C1:42:43:44:45:46,-84,Unknown Device,1EFF4C00121910FFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFFF0100,31,False
2026-01-05 19:38:04.607,E7:4F:E3:A1:19:CF,-73,Unknown Device,1EFF4C00121910D1784D2B3EB3ECAA390FB68AD3879057061439ABA49A0000,31,False
